virus		Proteina.	tamanho x=	n°	erro=	nn  	sequencia estranha ai =		nns	TM-score=	valor	TM-score2=	valor2	
denv_46_1	A_pdb5nvo.	Aligned	length=	27	RMSD=	3.28,	Seq_ID=n_identical/n_aligned=	0.074	TM-score=	0.27667	TM-score=	0.15152
denv_46_1	A_pdb6yz4.	Aligned	length=	24	RMSD=	3.46,	Seq_ID=n_identical/n_aligned=	0.042	TM-score=	0.21370	TM-score=	0.06724
denv_46_1	A_pdb2lue.	Aligned	length=	21	RMSD=	2.80,	Seq_ID=n_identical/n_aligned=	0.048	TM-score=	0.25340	TM-score=	0.13231
denv_46_1	A_pdb4wlj.	Aligned	length=	24	RMSD=	2.86,	Seq_ID=n_identical/n_aligned=	0.083	TM-score=	0.30591	TM-score=	0.05161
denv_46_1	A_pdb6rzl.	Aligned	length=	22	RMSD=	3.05,	Seq_ID=n_identical/n_aligned=	0.045	TM-score=	0.22571	TM-score=	0.11756
denv_46_1	A_pdb2r9m.	Aligned	length=	25	RMSD=	3.39,	Seq_ID=n_identical/n_aligned=	0.040	TM-score=	0.21965	TM-score=	0.08741
denv_46_1	A_pdb5q0y.	Aligned	length=	21	RMSD=	2.51,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.27289	TM-score=	0.07814
denv_46_1	A_pdb2gpu.	Aligned	length=	24	RMSD=	3.68,	Seq_ID=n_identical/n_aligned=	0.042	TM-score=	0.20036	TM-score=	0.08064
denv_46_1	A_pdb2jhv.	Aligned	length=	26	RMSD=	3.43,	Seq_ID=n_identical/n_aligned=	0.077	TM-score=	0.26109	TM-score=	0.13395
denv_46_1	A_pdb5kra.	Aligned	length=	23	RMSD=	3.51,	Seq_ID=n_identical/n_aligned=	0.043	TM-score=	0.22318	TM-score=	0.07885
denv_46_1	A_pdb5k23.	Aligned	length=	20	RMSD=	2.79,	Seq_ID=n_identical/n_aligned=	0.050	TM-score=	0.22729	TM-score=	0.10233
denv_46_1	B_pdb2ovp.	Aligned	length=	26	RMSD=	3.30,	Seq_ID=n_identical/n_aligned=	0.077	TM-score=	0.35383	TM-score=	0.05104
denv_46_1	A_pdb2g3y.	Aligned	length=	20	RMSD=	3.02,	Seq_ID=n_identical/n_aligned=	0.050	TM-score=	0.21999	TM-score=	0.09353
denv_46_1	B_pdb2l34.	Aligned	length=	28	RMSD=	2.64,	Seq_ID=n_identical/n_aligned=	0.107	TM-score=	0.34847	TM-score=	0.02758
denv_46_1	5_pdb6gg0.	Aligned	length=	24	RMSD=	3.31,	Seq_ID=n_identical/n_aligned=	0.042	TM-score=	0.27927	TM-score=	0.05946
denv_46_1	A_pdb2mwf.	Aligned	length=	26	RMSD=	2.55,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.27913	TM-score=	0.03772
denv_46_1	A_pdb5puy.	Aligned	length=	20	RMSD=	3.21,	Seq_ID=n_identical/n_aligned=	0.050	TM-score=	0.25094	TM-score=	0.11982
denv_46_1	A_pdb6ipq.	Aligned	length=	24	RMSD=	2.95,	Seq_ID=n_identical/n_aligned=	0.083	TM-score=	0.29235	TM-score=	0.11366
denv_46_1	A_pdb5pql.	Aligned	length=	20	RMSD=	3.21,	Seq_ID=n_identical/n_aligned=	0.050	TM-score=	0.25401	TM-score=	0.12008
denv_46_1	A_pdb5faz.	Aligned	length=	23	RMSD=	3.11,	Seq_ID=n_identical/n_aligned=	0.130	TM-score=	0.21590	TM-score=	0.12492
denv_46_1	A_pdb5l63.	Aligned	length=	22	RMSD=	3.31,	Seq_ID=n_identical/n_aligned=	0.136	TM-score=	0.26176	TM-score=	0.07137
denv_46_1	A_pdb4nqc.	Aligned	length=	19	RMSD=	2.73,	Seq_ID=n_identical/n_aligned=	0.053	TM-score=	0.21012	TM-score=	0.06290
denv_46_1	A_pdb5pdi.	Aligned	length=	19	RMSD=	2.85,	Seq_ID=n_identical/n_aligned=	0.105	TM-score=	0.24508	TM-score=	0.12439
denv_46_1	A_pdb6j4i.	Aligned	length=	28	RMSD=	2.49,	Seq_ID=n_identical/n_aligned=	0.071	TM-score=	0.37402	TM-score=	0.01398
denv_46_1	A_pdb6t2f.	Aligned	length=	18	RMSD=	2.16,	Seq_ID=n_identical/n_aligned=	0.056	TM-score=	0.31645	TM-score=	0.17062
denv_46_1	A_pdb5q2t.	Aligned	length=	25	RMSD=	3.63,	Seq_ID=n_identical/n_aligned=	0.040	TM-score=	0.28615	TM-score=	0.06028
denv_46_1	A_pdb6hk3.	Aligned	length=	18	RMSD=	2.82,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.22404	TM-score=	0.04506
denv_46_1	B_pdb2l35.	Aligned	length=	27	RMSD=	2.67,	Seq_ID=n_identical/n_aligned=	0.111	TM-score=	0.32625	TM-score=	0.01893
denv_46_1	A_pdb5d6y.	Aligned	length=	21	RMSD=	3.67,	Seq_ID=n_identical/n_aligned=	0.048	TM-score=	0.20105	TM-score=	0.12120
denv_46_1	A_pdb2vaf.	Aligned	length=	24	RMSD=	3.14,	Seq_ID=n_identical/n_aligned=	0.167	TM-score=	0.26730	TM-score=	0.05783
denv_46_1	A_pdb6gx9.	Aligned	length=	24	RMSD=	3.40,	Seq_ID=n_identical/n_aligned=	0.083	TM-score=	0.19613	TM-score=	0.02386
denv_46_1	A_pdb7ntj.	Aligned	length=	22	RMSD=	2.82,	Seq_ID=n_identical/n_aligned=	0.045	TM-score=	0.22845	TM-score=	0.17354
denv_46_1	B_pdb2lqi.	Aligned	length=	28	RMSD=	2.13,	Seq_ID=n_identical/n_aligned=	0.036	TM-score=	0.35031	TM-score=	0.01021
denv_46_1	A_pdb6jfl.	Aligned	length=	22	RMSD=	3.47,	Seq_ID=n_identical/n_aligned=	0.091	TM-score=	0.26634	TM-score=	0.04515
denv_46_1	A_pdb5nwd.	Aligned	length=	20	RMSD=	3.69,	Seq_ID=n_identical/n_aligned=	0.050	TM-score=	0.19897	TM-score=	0.08857
denv_46_1	A_pdb5fa3.	Aligned	length=	19	RMSD=	2.77,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.23345	TM-score=	0.05953
denv_46_1	A_pdb5als.	Aligned	length=	21	RMSD=	2.40,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.30147	TM-score=	0.03607
denv_46_1	A_pdb2o53.	Aligned	length=	26	RMSD=	2.94,	Seq_ID=n_identical/n_aligned=	0.115	TM-score=	0.30728	TM-score=	0.07293
denv_46_1	A_pdb2po6.	Aligned	length=	25	RMSD=	3.13,	Seq_ID=n_identical/n_aligned=	0.080	TM-score=	0.24213	TM-score=	0.07447
denv_46_1	A_pdb1f17.	Aligned	length=	22	RMSD=	2.94,	Seq_ID=n_identical/n_aligned=	0.045	TM-score=	0.25528	TM-score=	0.06441
denv_46_1	A_pdb2mvk.	Aligned	length=	25	RMSD=	3.11,	Seq_ID=n_identical/n_aligned=	0.040	TM-score=	0.25429	TM-score=	0.04420
denv_46_1	A_pdb2j4a.	Aligned	length=	18	RMSD=	3.17,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.22023	TM-score=	0.05904
denv_46_1	A_pdb5nzo.	Aligned	length=	19	RMSD=	3.18,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.19559	TM-score=	0.07770
denv_46_1	A_pdb1b6a.	Aligned	length=	24	RMSD=	3.58,	Seq_ID=n_identical/n_aligned=	0.167	TM-score=	0.22138	TM-score=	0.05590
denv_46_1	A_pdb5pu4.	Aligned	length=	19	RMSD=	3.37,	Seq_ID=n_identical/n_aligned=	0.053	TM-score=	0.19972	TM-score=	0.11351
denv_46_1	A_pdb6sfj.	Aligned	length=	19	RMSD=	2.96,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.21927	TM-score=	0.04839
denv_46_1	A_pdb6sas.	Aligned	length=	21	RMSD=	2.96,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.25613	TM-score=	0.06722
denv_46_1	A_pdb4cxl.	Aligned	length=	16	RMSD=	2.47,	Seq_ID=n_identical/n_aligned=	0.062	TM-score=	0.20077	TM-score=	0.11886
denv_46_1	A_pdb2lnb.	Aligned	length=	28	RMSD=	2.36,	Seq_ID=n_identical/n_aligned=	0.071	TM-score=	0.29306	TM-score=	0.01692
denv_46_1	B_pdb2ks9.	Aligned	length=	25	RMSD=	3.45,	Seq_ID=n_identical/n_aligned=	0.000	TM-score=	0.27937	TM-score=	0.01550
denv_46_1	A_pdb4c6q.	Aligned	length=	26	RMSD=	3.47,	Seq_ID=n_identical/n_aligned=	0.038	TM-score=	0.28858	TM-score=	0.06023
denv_46_1	A_pdb6z30.	Aligned	length=	24	RMSD=	3.03,	Seq_ID=n_identical/n_aligned=	0.125	TM-score=	0.23807	TM-score=	0.07073
denv_46_1	A_pdb6siu.	Aligned	length=	21	RMSD=	3.24,	Seq_ID=n_identical/n_aligned=	0.048	TM-score=	0.28809	TM-score=	0.05976
